Grid,Japanese (Kanji),Japanese (Hiragana),Romanized Japanese,Longitude,Latitude,Classification
4142,聟島列島,むこじまれっとう,Mukojima Retto,142゜ 06’,27゜ 37’,Extensive natural featur
5030,宗像市,むなかたし,Munakata Shi,130゜ 32’,33゜ 48’,Municipality
5739,村上市,むらかみし,Murakami Shi,139゜ 28’,38゜ 13’,Municipality
5740,村田町,むらたまち,Murata Machi,140゜ 43’,38゜ 07’,Municipality
5740,村山市,むらやまし,Murayama Shi,140゜ 22’,38゜ 29’,Municipality
6543,武利岳,むりいだけ,Murii Dake,143゜ 10’,43゜ 43’,Mountain
5841,室根山,むろねさん,Murone San,141゜ 26’,38゜ 58’,Mountain
6340,室蘭市,むろらんし,Muroran Shi,140゜ 58’,42゜ 18’,Municipality
4934,室戸市,むろとし,Muroto Shi,134゜ 09’,33゜ 17’,Municipality
,室戸舟状海盆,むろとしゅうじょうかいぼん,Muroto Shujokaibon,135゜ 00’,33゜ 20’,Undersea feature
4934,室戸岬,むろとざき,Muroto Zaki,134゜ 10’,33゜ 14’,Cape
5234,室津,むろつ,Murotsu,134゜ 30’,34゜ 45’,Populated area
6339,室津島,むろつしま,Murotsu Shima,139゜ 27’,42゜ 01’,Island
5031,室積,むろずみ,Murozumi,131゜ 57’,33゜ 55’,Populated area
,武蔵堆,むさしたい,Musashi Tai,140゜ 30’,44゜ 38’,Undersea feature
5339,武蔵村山市,むさしむらやまし,Musashimurayama Shi,139゜ 23’,35゜ 45’,Municipality
5339,武蔵野市,むさしのし,Musashino Shi,139゜ 33’,35゜ 43’,Municipality
6141,むつ市,むつし,Mutsu Shi,141゜ 11’,41゜ 17’,Municipality
6140,陸奥湾,むつわん,Mutsu Wan,140゜ 46’,41゜ 03’,Sea Area
5340,睦沢町,むつざわまち,Mutsuzawa Machi,140゜ 19’,35゜ 21’,Municipality
5438,妙義山,みょうぎさん,Myogi San,138゜ 44’,36゜ 17’,Mountain
5033,明神山,みょうじんさん,Myojin San,133゜ 02’,33゜ 34’,Mountain
,明神礁,みょうじんしょう,Myojin Sho,140゜ 05’,31゜ 50’,Undersea feature
5239,明神ヶ岳,みょうじんがだけ,Myojingadake,139゜ 02’,35゜ 16’,Mountain
,明星海山,みょうじょうかいざん,Myojo Kaizan,136゜ 47’,23゜ 42’,Undersea feature
5334,妙見山,みょうけんさん,Myoken San,134゜ 38’,35゜ 24’,Mountain
5538,妙高山,みょうこうさん,Myoko San,138゜ 06’,36゜ 53’,Mountain
5538,妙高市,みょうこうし,Myoko Shi,138゜ 15’,37゜ 01’,Municipality
5136,名張市,なばりし,Nabari Shi,136゜ 06’,34゜ 37’,Municipality
5538,鍋倉山,なべくらやま,Nabekura Yama,138゜ 23’,36゜ 58’,Mountain
5035,那智山,なちさん,Nachi San,135゜ 52’,33゜ 40’,Mountain
5035,那智勝浦町,なちかつうらちょう,Nachikatsuura Cho,135゜ 56’,33゜ 37’,Municipality
5538,苗場山,なえばさん,Naeba San,138゜ 40’,36゜ 50’,Mountain
5033,長浜,ながはま,Nagahama,133゜ 32’,33゜ 29’,Populated area
5336,長浜市,ながはまし,Nagahama Shi,136゜ 16’,35゜ 22’,Municipality
5740,長井市,ながいし,Nagai Shi,140゜ 02’,38゜ 06’,Municipality
5238,長泉町,ながいずみちょう,Nagaizumi Cho,138゜ 53’,35゜ 08’,Municipality
5237,長久手町,ながくてちょう,Nagakute Cho,137゜ 02’,35゜ 11’,Municipality
5438,長野県,ながのけん,Nagano Ken,138゜ 10’,36゜ 39’,Municipality
5438,長野市,ながのし,Nagano Shi,138゜ 11’,36゜ 38’,Municipality
5236,長野峠,ながのとうげ,Nagano Toge,136゜ 19’,34゜ 45’,Pass
5438,長野原町,ながのはらまち,Naganohara Machi,138゜ 38’,36゜ 33’,Municipality
6441,長沼町,ながぬまちょう,Naganuma Cho,141゜ 41’,43゜ 00’,Municipality
5334,長尾鼻,ながおはな,Nagao Hana,134゜ 00’,35゜ 32’,Cape
5638,長岡市,ながおかし,Nagaoka Shi,138゜ 50’,37゜ 26’,Municipality
5235,長岡京市,ながおかきょうし,Nagaokakyo Shi,135゜ 41’,34゜ 55’,Municipality
5236,長良川,ながらがわ,Nagara Gawa,136゜ 39’,35゜ 17’,River
5340,長柄町,ながらまち,Nagara Machi,140゜ 13’,35゜ 25’,Municipality
5339,流山市,ながれやまし,Nagareyama Shi,139゜ 54’,35゜ 51’,Municipality
4630,長崎鼻,ながさきばな,Nagasaki Bana,130゜ 35’,31゜ 08’,Cape
4929,長崎県,ながさきけん,Nagasaki Ken,129゜ 52’,32゜ 44’,Municipality
4929,長崎市,ながさきし,Nagasaki Shi,129゜ 52’,32゜ 45’,Municipality
4830,長島,ながしま,Nagashima,130゜ 09’,32゜ 10’,Island
5032,長島,ながしま,Nagashima,132゜ 04’,33゜ 49’,Island
5234,長島,ながしま,Nagashima,134゜ 13’,34゜ 40’,Island
4830,長島町,ながしまちょう,Nagashima Cho,130゜ 10’,32゜ 11’,Municipality
4930,長洲町,ながすまち,Nagasu Machi,130゜ 27’,32゜ 55’,Municipality
4530,永田岬,ながたみさき,Nagata Misaki,130゜ 22’,30゜ 23’,Cape
5637,長手崎,ながてざき,Nagate Zaki,137゜ 21’,37゜ 26’,Cape
5131,長門市,ながとし,Nagato Shi,131゜ 10’,34゜ 22’,Municipality
5439,長瀞町,ながとろまち,Nagatoro Machi,139゜ 06’,36゜ 06’,Municipality
5438,長和町,ながわまち,Nagawa Machi,138゜ 16’,36゜ 15’,Municipality
4929,長与町,ながよちょう,Nagayo Cho,129゜ 52’,32゜ 49’,Municipality
5234,奈義町,なぎちょう,Nagi Cho,134゜ 10’,35゜ 07’,Municipality
5234,那岐山,なぎさん,Nagi San,134゜ 10’,35゜ 10’,Mountain
5337,南木曽町,なぎそまち,Nagiso Machi,137゜ 36’,35゜ 36’,Municipality
3927,名護市,なごし,Nago Shi,127゜ 58’,26゜ 35’,Municipality
3927,名護湾,なごわん,Nago Wan,127゜ 56’,26゜ 34’,Sea Area
4930,和水町,なごみまち,Nagomi Machi,130゜ 36’,32゜ 58’,Municipality
5236,名古屋市,なごやし,Nagoya Shi,136゜ 54’,35゜ 10’,Municipality
3927,那覇市,なはし,Naha Shi,127゜ 40’,26゜ 12’,Municipality
5034,奈半利町,なはりちょう,Nahari Cho,134゜ 01’,33゜ 25’,Municipality
5034,奈半利川,なはりがわ,Nahari Gawa,134゜ 04’,33゜ 28’,River
6747,内保,ないぼ,Naibo,147゜ 12’,44゜ 43’,Populated area
6747,内保湾,ないぼわん,Naibo Wan,147゜ 08’,44゜ 44’,Sea Area
6541,奈井江町,ないえちょう,Naie Cho,141゜ 52’,43゜ 25’,Municipality
3623,名石,ないし,Naishi,123゜ 46’,24゜ 03’,Populated area
5034,那賀町,なかちょう,Naka Cho,134゜ 29’,33゜ 51’,Municipality
5440,那珂川,なかがわ,Naka Gawa,140゜ 21’,36゜ 31’,River
5034,那賀川,なかがわ,Naka Gawa,134゜ 30’,33゜ 53’,River
5440,那珂市,なかし,Naka Shi,140゜ 29’,36゜ 27’,Municipality
4931,中岳,なかだけ,Nakadake,131゜ 14’,33゜ 05’,Mountain
6040,中岳,なかだけ,Nakadake,140゜ 56’,40゜ 14’,Mountain
6140,中泊町,なかどまりまち,Nakadomari Machi,140゜ 26’,40゜ 57’,Municipality
4929,中通島,なかどおりしま,Nakadori Shima,129゜ 05’,32゜ 58’,Island
6542,中富良野町,なかふらのちょう,Nakafurano Cho,142゜ 25’,43゜ 24’,Municipality
6742,中川町,なかがわちょう,Nakagawa Cho,142゜ 04’,44゜ 48’,Municipality
5030,那珂川町,なかがわまち,Nakagawa Machi,130゜ 25’,33゜ 29’,Municipality
5540,那珂川町,なかがわまち,Nakagawa Machi,140゜ 10’,36゜ 44’,Municipality
5337,中川村,なかがわむら,Nakagawa Mura,137゜ 56’,35゜ 38’,Municipality
3927,中城村,なかぐすくそん,Nakagusuku Son,127゜ 47’,26゜ 16’,Municipality
3927,中城湾,なかぐすくわん,Nakagusuku Wan,127゜ 50’,26゜ 16’,Sea Area
5239,中井町,なかいまち,Nakai Machi,139゜ 13’,35゜ 19’,Municipality
5032,中島,なかじま,Nakajima,132゜ 36’,33゜ 58’,Island
6340,中島,なかじま,Nakajima,140゜ 51’,42゜ 35’,Island
5540,中島村,なかじまむら,Nakajima Mura,140゜ 21’,37゜ 08’,Municipality
5438,中条村,なかじょうむら,Nakajo Mura,138゜ 02’,36゜ 36’,Municipality
4729,中甑島,なかこしきじま,Nakakoshiki Jima,129゜ 49’,31゜ 47’,Island
5030,中間市,なかまし,Nakama Shi,130゜ 42’,33゜ 49’,Municipality
5538,中野市,なかのし,Nakano Shi,138゜ 22’,36゜ 44’,Municipality
5438,中之条町,なかのじょうまち,Nakanojo Machi,138゜ 50’,36゜ 35’,Municipality
5433,中ノ島,なかのしま,Nakanoshima,133゜ 05’,36゜ 04’,Island
4429,中之島,なかのしま,Nakanoshima,129゜ 51’,29゜ 50’,Island
4429,中之島水道,なかのしますいどう,Nakanoshima Suido,129゜ 45’,29゜ 43’,Sea Area
5539,中ノ岳,なかのたけ,Nakanotake,139゜ 04’,37゜ 05’,Mountain
5536,中能登町,なかのとまち,Nakanoto Machi,136゜ 54’,36゜ 59’,Municipality
3623,仲ノ御神島,なかのうがんじま,Nakanougan Jima,123゜ 33’,24゜ 11’,Island
6443,中札内村,なかさつないむら,Nakasatsunai Mura,143゜ 07’,42゜ 41’,Municipality
6544,中標津町,なかしべつちょう,Nakashibetsu Cho,144゜ 58’,43゜ 33’,Municipality
4530,中種子町,なかたねちょう,Nakatane Cho,130゜ 57’,30゜ 31’,Municipality
6742,中頓別町,なかとんべつちょう,Nakatonbetsu Cho,142゜ 17’,44゜ 58’,Municipality
4933,中土佐町,なかとさちょう,Nakatosa Cho,133゜ 13’,33゜ 19’,Municipality
5538,中津川,なかつがわ,Nakatsu Gawa,138゜ 38’,36゜ 54’,River
5031,中津市,なかつし,Nakatsu Shi,131゜ 11’,33゜ 35’,Municipality
5337,中津川市,なかつがわし,Nakatsugawa Shi,137゜ 30’,35゜ 29’,Municipality
5034,中津峰山,なかつみねやま,Nakatsumine Yama,134゜ 29’,33゜ 57’,Mountain
5333,中海,なかうみ,Nakaumi,133゜ 10’,35゜ 27’,Lake
5740,中山町,なかやままち,Nakayama Machi,140゜ 16’,38゜ 20’,Municipality
6441,中山峠,なかやまとうげ,Nakayama Toge,141゜ 06’,42゜ 51’,Pass
4027,今帰仁村,なきじんそん,Nakijin Son,127゜ 58’,26゜ 40’,Municipality
4142,媒島,なこうどじま,Nakodo Jima,142゜ 10’,27゜ 37’,Island
5340,行方市,なめがたし,Namegata Shi,140゜ 29’,35゜ 59’,Municipality
5439,滑川町,なめがわまち,Namegawa Machi,139゜ 21’,36゜ 03’,Municipality
5537,滑川市,なめりかわし,Namerikawa Shi,137゜ 20’,36゜ 45’,Municipality
5641,浪江町,なみえまち,Namie Machi,141゜ 00’,37゜ 29’,Municipality
6240,七飯町,ななえちょう,Nanae Cho,140゜ 41’,41゜ 53’,Municipality
5741,七北田川,ななきたがわ,Nanakita Gawa,141゜ 01’,38゜ 14’,River
5536,七尾市,ななおし,Nanao Shi,136゜ 58’,37゜ 02’,Municipality
5536,七尾湾,ななおわん,Nanao Wan,136゜ 54’,37゜ 10’,Sea Area
6041,七時雨山,ななしぐれやま,Nanashigure Yama,141゜ 06’,40゜ 04’,Mountain
6240,七ツ岳,ななつだけ,Nanatsudake,140゜ 12’,41゜ 37’,Mountain
5636,七ツ島,ななつじま,Nanatsujima,136゜ 52’,37゜ 35’,Island
5238,南部町,なんぶちょう,Nanbu Cho,138゜ 29’,35゜ 14’,Municipality
5333,南部町,なんぶちょう,Nanbu Cho,133゜ 19’,35゜ 20’,Municipality
6041,南部町,なんぶちょう,Nanbu Cho,141゜ 22’,40゜ 28’,Municipality
4731,南郷町,なんごうちょう,Nango Cho,131゜ 22’,31゜ 32’,Municipality
3927,南城市,なんじょうし,Nanjo Shi,127゜ 46’,26゜ 08’,Municipality
,南海舟状海盆,なんかいしゅうじょうかいぼん,Nankai Shujokaibon,136゜ 06’,32゜ 36’,Undersea feature
4930,南関町,なんかんまち,Nankan Machi,130゜ 32’,33゜ 03’,Municipality
5033,南国市,なんこくし,Nankoku Shi,133゜ 38’,33゜ 34’,Municipality
5438,南牧村,なんもくむら,Nanmoku Mura,138゜ 42’,36゜ 09’,Municipality
6239,難波岬,なんぱみさき,Nanpa Misaki,139゜ 20’,41゜ 29’,Cape
,南方諸島,なんぽうしょとう,Nanpo Shoto,140゜ 26’,29゜ 14’,Extensive natural featur
6441,南幌町,なんぽろちょう,Nanporo Cho,141゜ 39’,43゜ 03’,Municipality
,南西諸島,なんせいしょとう,Nansei Shoto,127゜ 20’,27゜ 40’,Extensive natural featur
,南西諸島海溝,なんせいしょとうかいこう,Nanseishoto Kaiko,127゜ 50’,24゜ 44’,Undersea feature
5539,男体山,なんたいさん,Nantai San,139゜ 29’,36゜ 45’,Mountain
5540,男体山,なんたいさん,Nantai San,140゜ 24’,36゜ 43’,Mountain
5235,南丹市,なんたんし,Nantan Shi,135゜ 28’,35゜ 06’,Municipality
5436,南砺市,なんとし,Nanto Shi,136゜ 55’,36゜ 35’,Municipality
5740,南陽市,なんようし,Nan-yo Shi,140゜ 08’,38゜ 03’,Municipality
5538,直江津,なおえつ,Naoetsu,138゜ 13’,37゜ 10’,Populated area
5133,直島町,なおしまちょう,Naoshima Cho,133゜ 59’,34゜ 27’,Municipality
5235,奈良県,ならけん,Nara Ken,135゜ 49’,34゜ 41’,Municipality
5235,奈良市,ならし,Nara Shi,135゜ 48’,34゜ 41’,Municipality
5540,楢葉町,ならはまち,Naraha Machi,140゜ 59’,37゜ 16’,Municipality
5437,奈良井川,ならいがわ,Narai Gawa,137゜ 55’,36゜ 08’,River
5340,習志野市,ならしのし,Narashino Shi,140゜ 01’,35゜ 40’,Municipality
5340,成田市,なりたし,Narita Shi,140゜ 19’,35゜ 46’,Municipality
5233,成羽川,なりわがわ,Nariwa Gawa,133゜ 20’,34゜ 49’,River
4928,奈留島,なるしま,Naru Shima,128゜ 55’,32゜ 50’,Island
5338,鳴沢村,なるさわむら,Narusawa Mura,138゜ 42’,35゜ 28’,Municipality
5741,鳴瀬川,なるせがわ,Naruse Gawa,141゜ 10’,38゜ 22’,River
5134,鳴門海峡,なるとかいきょう,Naruto Kaikyo,134゜ 38’,34゜ 15’,Sea Area
5134,鳴門市,なるとし,Naruto Shi,134゜ 36’,34゜ 10’,Municipality
5335,成生岬,なりゅうざき,Naryu Zaki,135゜ 27’,35゜ 36’,Cape
5539,那須岳,なすだけ,Nasu Dake,139゜ 57’,37゜ 07’,Mountain
5540,那須町,なすまち,Nasu Machi,140゜ 07’,37゜ 01’,Municipality
5440,那須烏山市,なすからすやまし,Nasukarasuyama Shi,140゜ 09’,36゜ 39’,Municipality
5540,那須野原,なすのはら,Nasuno Hara,140゜ 03’,36゜ 55’,Extensive natural featur
5540,那須塩原市,なすしおばらし,Nasushiobara Shi,140゜ 02’,36゜ 57’,Municipality
5740,名取川,なとりがわ,Natori Gawa,140゜ 57’,38゜ 10’,River
5740,名取市,なとりし,Natori Shi,140゜ 53’,38゜ 10’,Municipality
6140,夏泊崎,なつどまりざき,Natsudomari Zaki,140゜ 52’,41゜ 00’,Cape
5540,夏井川,なついがわ,Natsui Gawa,140゜ 58’,37゜ 03’,River
6747,ナヨカ湾,なよかわん,Nayoka Wan,147゜ 52’,45゜ 15’,Sea Area
6642,名寄川,なよろがわ,Nayoro Gawa,142゜ 35’,44゜ 19’,River
6642,名寄市,なよろし,Nayoro Shi,142゜ 27’,44゜ 21’,Municipality
5237,根羽村,ねばむら,Neba Mura,137゜ 34’,35゜ 15’,Municipality
4931,根子岳,ねこだけ,Neko Dake,131゜ 08’,32゜ 53’,Mountain
5334,猫崎,ねこざき,Neko Zaki,134゜ 45’,35゜ 40’,Cape
6545,根室半島,ねむろはんとう,Nemuro Hanto,145゜ 40’,43゜ 21’,Extensive natural featur
6645,根室海峡,ねむろかいきょう,Nemuro Kaikyo,145゜ 34’,44゜ 12’,Sea Area
6445,根室市,ねむろし,Nemuro Shi,145゜ 34’,43゜ 19’,Municipality
6545,根室湾,ねむろわん,Nemuro Wan,145゜ 25’,43゜ 21’,Sea Area
5235,寝屋川市,ねやがわし,Neyagawa Shi,135゜ 37’,34゜ 45’,Municipality
5739,鼠ヶ関,ねずがせき,Nezugaseki,139゜ 32’,38゜ 33’,Populated area
5233,日南町,にちなんちょう,Nichinan Cho,133゜ 19’,35゜ 10’,Municipality
4731,日南市,にちなんし,Nichinan Shi,131゜ 22’,31゜ 36’,Municipality
,日本海,にほんかい,Nihon Kai,132゜ 09’,40゜ 28’,Sea Area
,日本海盆,にほんかいぼん,Nihon Kaibon,137゜ 38’,41゜ 18’,Undersea feature
,日本海溝,にほんかいこう,Nihon Kaiko,143゜ 44’,37゜ 28’,Undersea feature
5639,日本平山,にほんだいらやま,Nihondaira Yama,139゜ 20’,37゜ 37’,Mountain
5640,二本松市,にほんまつし,Nihonmatsu Shi,140゜ 25’,37゜ 35’,Municipality
5738,新穂,にいぼ,Niibo,138゜ 25’,38゜ 01’,Populated area
5641,新田川,にいだがわ,Niida Gawa,141゜ 01’,37゜ 38’,River
5639,新潟県,にいがたけん,Niigata Ken,139゜ 01’,37゜ 54’,Municipality
5639,新潟市,にいがたし,Niigata Shi,139゜ 02’,37゜ 54’,Municipality
5033,新居浜市,にいはまし,Niihama Shi,133゜ 17’,33゜ 57’,Municipality
5139,新島,にいじま,Niijima,139゜ 15’,34゜ 22’,Island
5139,新島村,にいじまむら,Niijima Mura,139゜ 15’,34゜ 22’,Municipality
6342,新冠町,にいかっぷちょう,Niikappu Cho,142゜ 19’,42゜ 21’,Municipality
6342,新冠川,にいかっぷがわ,Niikappu Gawa,142゜ 17’,42゜ 21’,River
5233,新見市,にいみし,Niimi Shi,133゜ 28’,34゜ 58’,Municipality
5339,新座市,にいざし,Niiza Shi,139゜ 33’,35゜ 47’,Municipality
5030,二丈町,にじょうまち,Nijo Machi,130゜ 08’,33゜ 31’,Municipality
5839,にかほ市,にかほし,Nikaho Shi,139゜ 54’,39゜ 12’,Municipality
6440,仁木町,にきちょう,Niki Cho,140゜ 45’,43゜ 09’,Municipality
5236,日光川,にっこうがわ,Nikko Gawa,136゜ 49’,35゜ 04’,River
5839,日向川,にっこうがわ,Nikko Gawa,139゜ 50’,38゜ 59’,River
,日光海山,にっこうかいざん,Nikko Kaizan,142゜ 20’,23゜ 04’,Undersea feature
5539,日光市,にっこうし,Nikko Shi,139゜ 41’,36゜ 43’,Municipality
5233,人形峠,にんぎょうとうげ,Ningyo Toge,133゜ 55’,35゜ 18’,Pass
5841,二戸市,にのへし,Ninohe Shi,141゜ 18’,40゜ 16’,Municipality
5639,二王子岳,にのうじだけ,Ninoji Dake,139゜ 29’,37゜ 53’,Mountain
5239,二宮町,にのみやまち,Ninomiya Machi,139゜ 15’,35゜ 17’,Municipality
5439,二宮町,にのみやまち,Ninomiya Machi,139゜ 58’,36゜ 23’,Municipality
6543,ニペソツ山,にぺそつやま,Nipesotsu Yama,143゜ 01’,43゜ 27’,Mountain
5338,韮崎市,にらさきし,Nirasaki Shi,138゜ 26’,35゜ 42’,Municipality
6542,ニセイカウシュッペ山,にせいかうしゅっぺやま,Niseikaushuppe Yama,142゜ 57’,43゜ 46’,Mountain
6440,ニセコ町,にせこちょう,Niseko Cho,140゜ 41’,42゜ 48’,Municipality
6440,ニセコアンヌプリ,にせこあんぬぷり,Nisekoan Nupuri,140゜ 38’,42゜ 52’,Mountain
,西水道,にしすいどう,Nishi Suido,128゜ 30’,34゜ 07’,Sea Area
5639,西会津町,にしあいづまち,Nishiaizu Machi,139゜ 38’,37゜ 35’,Municipality
5234,西粟倉村,にしあわくらそん,Nishiawakura Son,134゜ 20’,35゜ 10’,Municipality
